title,vector
Would I Lie to You? 2,"[-0.12207251 -0.6674699   0.32827127  0.07700849  0.07071498  0.18014488
  0.12491159  0.9899311   0.28743136 -0.02442536  0.54807216  0.09092639
 -0.57566917 -0.5556247  -0.22930858  0.03491559  0.0300693  -0.36828718
 -0.2684746  -0.4123222  -0.6823839   0.15102452 -0.4855403   0.15932827
  0.13587564  0.00733565  0.3512782   0.63876027  0.09470993  0.3880526
 -0.23797575 -0.11944837  0.16415153  0.4761837  -0.30411834  0.00955952
  0.6063342   0.2032746  -0.3464533  -0.21765828 -0.42860398 -0.01077867
 -0.3476107   0.27084166 -0.505957   -0.01308489  0.12664938  0.20340315
  0.17849788  0.23199823 -0.2586742  -0.15090495  0.31461993  0.17181486
 -0.72049665  0.02332888  0.4383283  -0.12190615  0.22011182  0.06346165
 -0.5210737  -0.40296495  0.31961086 -0.60327417 -0.42921594 -0.26797363
  0.06432819  0.24259946  0.19267564 -0.28563684  0.5973367   0.35156643
  0.9371607  -0.69661576  0.38071117 -0.10460061 -0.3287239  -0.23984268
  0.03349435 -0.6903442   0.27954465 -0.6157333  -0.5046468  -0.04513006
 -0.24815926 -0.1782446  -0.02188328  0.04362844 -0.5438983   0.8917154
  0.11376908  0.22927874  0.9221963   0.28615987 -0.21290052  0.48810673]"
Vampire in Brooklyn,"[ 0.02082812 -0.18717197 -0.0202718   0.00503578 -0.04385807  0.16626762
  0.30839434  0.09412578  0.03618756  0.23726124  0.08272673 -0.27070093
 -0.17406772  0.03175293 -0.19084753 -0.20756683  0.07868481  0.03866607
  0.06196931  0.1011196  -0.36728686  0.16959915 -0.20449686 -0.18216258
  0.19182101 -0.12124457  0.43686628  0.1743154   0.15169215  0.25615296
 -0.1587464   0.06560491  0.47908133 -0.07485474  0.14474086 -0.1625831
  0.08012804 -0.02524161 -0.06248159 -0.0233572  -0.29990575  0.09928845
 -0.07819542  0.01826674  0.10805236  0.10201728 -0.01802645  0.19141285
  0.19507115 -0.18933436 -0.52515274 -0.08865096 -0.13318983 -0.00813186
 -0.1109753   0.04812602 -0.15433791  0.0538799   0.09619966 -0.22235584
  0.19436762 -0.370143   -0.11050732 -0.23822567  0.04722939 -0.03108546
  0.17131026 -0.23474734  0.16945742  0.42460424 -0.04784904  0.19484448
  0.19678493  0.03009459 -0.23496875 -0.33393922 -0.23344384 -0.019969
 -0.08920495 -0.16241007  0.04452699  0.01722965 -0.4504385  -0.15004799
  0.03265854  0.1343059  -0.02682016  0.16761962 -0.4130537   0.30870706
  0.09363232 -0.11406204  0.45862663  0.2297998  -0.1870672   0.09623487]"
Snake Eyes,"[ 0.12249687 -0.34311464  0.04022502  0.12910742  0.01217808 -0.0198355
  0.43929252  0.05658644  0.09761702  0.37815946  0.07895323  0.04510971
 -0.2988126  -0.13397871 -0.0931598  -0.25726512 -0.1250977   0.12389601
 -0.0074689  -0.05971574 -0.12623838  0.2706006  -0.09253046 -0.3465399
  0.10007962 -0.04565668  0.45875892  0.34014368  0.12415925  0.29122263
  0.09568635 -0.09954213  0.170304   -0.16742443  0.09396634 -0.13689677
  0.12690592 -0.00620304  0.05553153 -0.04136005 -0.373229    0.31083837
 -0.22909921  0.09510021  0.08324414  0.0405555  -0.04703371  0.23340972
 -0.00505243  0.04291993 -0.19753024  0.06462412  0.01602596 -0.30188757
 -0.19277951  0.02709101 -0.045327    0.0123957   0.00826309 -0.12602983
 -0.10501976 -0.27016988 -0.2252251  -0.29096574  0.11617754 -0.09600185
  0.331124   -0.12363647  0.16160777  0.22194675  0.30934635  0.15715805
  0.05537849 -0.16856895 -0.12794913 -0.28324798 -0.178562   -0.16515158
 -0.05818463 -0.16423026 -0.2334352   0.00345105 -0.18216132 -0.09509656
  0.10203405  0.1832023   0.15570195 -0.01250457 -0.276595    0.44374242
 -0.1091819  -0.16267729  0.5793661   0.3199334  -0.40130723 -0.0130844 ]"
FC Venus,"[-0.053038   -0.1597654  -0.1475002   0.08697668 -0.03981969  0.16921125
  0.27227268  0.19771732  0.19961742  0.3503272   0.10007929 -0.0772377
 -0.2594354  -0.19479708 -0.24025895 -0.16503562  0.03579524  0.1722129
 -0.02877271 -0.07907686 -0.18845737 -0.00298233 -0.03201959 -0.254254
  0.20383404 -0.01263095  0.4332162   0.35578057  0.1714248   0.17672293
 -0.11175915  0.03583542  0.30045545 -0.10813546  0.1089661  -0.11687259
  0.1327207   0.05054029 -0.15625046 -0.00749111 -0.22052     0.02694119
 -0.09477046  0.09639448 -0.07292251  0.03136877  0.05698311  0.15165715
  0.24760987 -0.05361757 -0.44465077  0.10384844 -0.02838652 -0.22755948
  0.06002875 -0.0261512  -0.18200278  0.11191108  0.11380753 -0.14685892
  0.15489984 -0.35317317 -0.02159055 -0.15378653  0.13735281 -0.10974735
  0.2351935  -0.10855769  0.16197598  0.24976559 -0.068716    0.19981772
  0.15760925 -0.0792224  -0.08271229 -0.3265693  -0.25387552 -0.20388009
 -0.08957478 -0.15556309 -0.14931317  0.03806805 -0.3456447  -0.21037713
 -0.02337807  0.03655925 -0.07029102  0.13553423 -0.30861345  0.29935127
 -0.07871231 -0.04523607  0.5072891   0.21073015  0.02292017  0.14968263]"
Raman Raghav 2.0,"[ 0.24270992 -0.21421805 -0.11674981  0.08402379  0.03255729 -0.11183309
  0.2881955  -0.01529686  0.13956015  0.09088601 -0.17205358  0.09711939
 -0.26814654 -0.09369575 -0.13207972 -0.25318405 -0.03061049  0.38340348
 -0.02706437  0.08117899 -0.22965425  0.15725766  0.09459688 -0.37818593
  0.12412673 -0.19048688  0.40555775 -0.00876607  0.08438943  0.3051043
  0.03570819 -0.09548268  0.32412493 -0.12724848 -0.06196226 -0.25588465
  0.14564061  0.15376143  0.02033082  0.16137542 -0.07605615  0.24058783
 -0.10800896  0.05598718  0.11750018  0.14087954 -0.02621696  0.26967278
  0.02769016 -0.03078618 -0.42466372  0.15175107  0.04674745 -0.18861687
 -0.30206612  0.15659654 -0.01388208  0.05063215  0.06508611 -0.04335461
  0.10374194 -0.33903325 -0.05622054 -0.12528397  0.08675519 -0.04620107
  0.14857796 -0.26480323  0.23450479  0.09924529  0.20922379  0.2928514
  0.05659579 -0.14972153 -0.30003816 -0.34121692 -0.32990524 -0.3920201
 -0.11272009 -0.3404096  -0.20611882  0.18312585 -0.2587447  -0.14188029
  0.01908891  0.0321636   0.23734802  0.10150348 -0.27594376  0.3262062
 -0.11487055 -0.09591832  0.5297893   0.33889043 -0.18626648  0.02365693]"
Heartbeats,"[ 0.21167211 -0.10209497 -0.19990988  0.21623921  0.14549996  0.28155652
  0.33643207  0.16538619  0.2362432   0.14589176  0.01426438 -0.05236484
 -0.38223934 -0.12310211 -0.2155697  -0.18885717 -0.07601745  0.25495535
 -0.27757147 -0.13288623 -0.16087581  0.089307   -0.02567884 -0.20633388
  0.2357984   0.00167418  0.4148735   0.28371468  0.40979975  0.29771906
 -0.10303752 -0.11134509  0.2803306  -0.19241354 -0.00134134 -0.13067064
  0.2085876   0.1790629  -0.08378189 -0.03353249 -0.29168406  0.25947186
 -0.17147198  0.05559578 -0.06991063  0.17989013 -0.08170551  0.16834149
  0.10663895  0.17065214 -0.24830326  0.22847536 -0.01558794 -0.0489911
 -0.14713469  0.13955128 -0.09591388  0.11368804 -0.00984463 -0.04177492
 -0.0204138  -0.48279962 -0.08125433 -0.21276088  0.16211946 -0.14578861
  0.13604622 -0.16397685  0.18006809 -0.07910438 -0.04329703  0.2285672
  0.2356731  -0.29088962 -0.240967   -0.33250916 -0.3690971  -0.4128902
 -0.08700116 -0.25023508 -0.16317955 -0.09253086 -0.17223123 -0.17626971
 -0.13140672  0.11713904 -0.0466627   0.1174102  -0.20624523  0.3864753
 -0.13265646 -0.01852395  0.49549308  0.24292812 -0.15010525  0.10233865]"
Three Wishes,"[-0.06726328 -0.27420738 -0.19062066 -0.11297859 -0.01832514  0.32412365
  0.21125813  0.23154593  0.22854182  0.1681708   0.08669668  0.05351573
 -0.36226854 -0.00655961 -0.10972885 -0.18697228 -0.00185261  0.15034905
  0.05793117 -0.03241077 -0.15263487  0.2301412  -0.01193174 -0.22994195
  0.20246854  0.06062604  0.38938788  0.2776413   0.04787393  0.05002131
 -0.03659729  0.08571594  0.44576043  0.04456741  0.03240456 -0.21146321
  0.14685175 -0.00999169 -0.23294769 -0.08747388 -0.03272273  0.00050284
 -0.10700835 -0.09687189 -0.059471    0.13784893  0.09781391  0.21928945
  0.33501598  0.02966932 -0.3369961   0.07568786  0.0329152   0.02962045
 -0.10708977 -0.1423139  -0.06842471 -0.09687374  0.2480498  -0.15642269
  0.18999383 -0.2951513   0.00789709  0.0707177   0.03649548  0.00368237
  0.0767872  -0.23121579  0.2013193   0.15651762  0.04206025  0.08703804
  0.06153818 -0.15702471 -0.08899684 -0.18660934 -0.38953146 -0.19417986
 -0.04951136 -0.10604041 -0.15939368 -0.05703261 -0.36047685 -0.10996734
  0.00421509  0.1816849   0.0997721   0.206632   -0.2742823   0.4128575
 -0.03076427 -0.04066507  0.33698094  0.15355761 -0.07300469  0.07302121]"
A Coffee in Berlin,"[-0.11903413 -0.30763555  0.09597468 -0.056297   -0.17301647  0.20557854
  0.02836032  0.12829284  0.11709476  0.23269981 -0.06740943 -0.2951239
 -0.40145427  0.00292238  0.05238839  0.02359581 -0.01146222 -0.03389174
  0.13382255 -0.22624923 -0.21064195  0.43842453  0.21592766 -0.31617147
  0.33806387 -0.00562456  0.7032272   0.3099216   0.23663636  0.30170768
 -0.1281294   0.21571234  0.12710634 -0.23375584  0.08789566 -0.15928252
  0.01538246 -0.03302002 -0.08497239  0.08663645 -0.29409766  0.05023592
 -0.150936    0.24459611  0.18065612  0.12263647 -0.00490891 -0.17607705
  0.16765831  0.03266359 -0.2480569   0.05616032  0.01250099 -0.10988747
 -0.18169354 -0.1344807  -0.23069896  0.26279607 -0.07024579 -0.23960786
 -0.07389499 -0.11422129 -0.17611645 -0.00102683  0.13811012 -0.04750843
 -0.18221936 -0.04165888 -0.01537857  0.16112721  0.21353665  0.11085291
  0.09485075  0.11354057 -0.05391601 -0.34970176 -0.26233864 -0.38134027
  0.08799835 -0.2245829  -0.10872377  0.01814005 -0.4555916  -0.19742586
 -0.00257833  0.17101285  0.1461815   0.1564833  -0.1910449   0.31643203
 -0.07447147 -0.08754646  0.53687155  0.34548092 -0.18464646 -0.00896299]"
Code Name: Jackal,"[-0.20918605 -0.44582397  0.22377299  0.07892448  0.0666794   0.24535201
  0.14500776  0.31307185  0.15076661  0.02991503  0.30795792  0.01591271
 -0.24657555 -0.10883474 -0.2246476   0.08292315  0.11983705  0.1416974
 -0.07296231 -0.02449843 -0.22469726  0.22376807 -0.20629393 -0.22548142
  0.11994566  0.09834587  0.49501264  0.28386137  0.09143207  0.15380172
 -0.06863136 -0.13988104  0.2916853   0.17140463 -0.16102381 -0.18857077
  0.3647303   0.12852746 -0.41563657  0.02500274 -0.18761787  0.1171983
  0.07880562 -0.05183416 -0.16189459 -0.00740371  0.03942131  0.13385434
  0.3133067  -0.04107706 -0.22850853  0.0077798   0.17000823 -0.10701241
 -0.21884555 -0.21308556  0.0018287  -0.17284283  0.1873811   0.11208013
  0.05866707 -0.4075511  -0.06901433 -0.12844078 -0.08710063  0.02328323
  0.23634513 -0.04920556  0.02022537  0.18091029  0.11994935  0.16719688
  0.13731687 -0.16291887 -0.06749908 -0.05794277 -0.41235492 -0.3880829
 -0.14341775 -0.24928091 -0.24675258 -0.1653017  -0.29117507 -0.21448702
  0.10393903 -0.02899732  0.17832509  0.3070308  -0.34102866  0.4486355
 -0.05092274  0.10375444  0.6947622   0.10163997 -0.18421525  0.43914142]"
Senna,"[ 0.14865565 -0.0204203  -0.18379255  0.02852865  0.1647298   0.29215273
  0.2113804   0.09072956  0.18358475  0.08105745 -0.05026392 -0.2910282
 -0.29083902  0.0511372  -0.13326932 -0.07781463 -0.17438005  0.18191019
 -0.10129406  0.03885727 -0.12666886  0.30226526  0.1886766  -0.25133556
  0.16414104 -0.05786777  0.5419785  -0.07060788  0.2968964   0.07740515
  0.02250618 -0.06695773  0.32740906 -0.15877523  0.13680275 -0.44171914
  0.1117463   0.04582878 -0.12034895 -0.18721062 -0.3206341   0.13906267
 -0.04501388  0.13806733  0.2917489   0.21841235 -0.15448795  0.20528084
  0.12843701  0.04774691 -0.36683995  0.23844555 -0.0772286   0.05752369
 -0.05029802 -0.02989834 -0.25580543  0.16739088  0.08032953 -0.12898439
  0.06466644 -0.4821179   0.08560617 -0.1824626   0.08073612 -0.00668702
  0.13054085 -0.20861533  0.11815094  0.06449384 -0.07739452  0.25863808
  0.1085785  -0.07458106 -0.4055844  -0.33331546 -0.43311846 -0.24260838
  0.11972504 -0.295719   -0.03862284 -0.1555571  -0.29735366 -0.13984053
 -0.2001329   0.15626591  0.22237782  0.26505283 -0.18480283  0.26698935
 -0.05676628 -0.07793834  0.40308955  0.25585738 -0.23875658 -0.04501165]"
The Conjuring 2,"[ 0.2774738  -0.3303761  -0.20308752  0.35755065  0.05365325 -0.02371261
  0.33200967  0.08544514  0.13891001  0.19175433  0.01278164 -0.107604
 -0.27837282  0.12902585 -0.09680877 -0.09745482 -0.03328449  0.19634987
 -0.23166525 -0.22762081 -0.23603635  0.3225892  -0.05047275 -0.09523493
  0.17655984 -0.17930458  0.8164752   0.12681785  0.11283163  0.29224604
 -0.12656736 -0.30473024  0.18534142 -0.02576704 -0.11249202 -0.2655501
  0.2071281   0.1303207  -0.09622057 -0.10164799 -0.3339172   0.2176943
 -0.17918432  0.20370553 -0.03445764  0.1187936  -0.1596398   0.11676645
  0.07901666 -0.03557635 -0.51662314  0.0997448  -0.08713596 -0.51396966
 -0.40716156  0.15474634 -0.17793487 -0.04172061 -0.03876673 -0.166665
 -0.3187393  -0.37233356 -0.36657023 -0.0378832  -0.0041647  -0.11338689
  0.125989    0.20335932  0.06996199  0.40092894  0.1359236   0.12334207
  0.05507251  0.03287898 -0.22855252 -0.45005292 -0.2374291  -0.16287857
  0.01747825 -0.45303518 -0.14273101  0.25472802 -0.09896547 -0.10594192
  0.04102768  0.20895395  0.08634152  0.44519436 -0.54720736  0.2749243
 -0.24573115 -0.02486215  0.7848091   0.5389202  -0.11879373  0.01024933]"
Soldier,"[ 0.18958136 -0.19093959 -0.06445751  0.1370311  -0.14731996  0.04392083
  0.32171243 -0.09050114  0.22957103  0.27928808  0.04749241  0.02953999
 -0.25907287  0.09217957 -0.24794261 -0.24068116 -0.02825406  0.30205762
  0.00369137  0.08062182 -0.0697015   0.04495103  0.02889771 -0.37158534
  0.2252319  -0.09668123  0.46716902  0.13679492  0.21365212  0.28205702
 -0.07229897 -0.08093832  0.27151516 -0.37697884 -0.10610268 -0.06320833
  0.09699874  0.08663146  0.04629614 -0.06802169 -0.07556531  0.31535915
 -0.18812953 -0.0559817   0.12015981  0.06595674  0.02276942  0.28389347
  0.1392209  -0.02887115 -0.44143915  0.10568246  0.08770636 -0.08143982
 -0.2049746   0.26295602 -0.06145025  0.00864101 -0.03081672 -0.157168
 -0.00455514 -0.45162597 -0.04021938  0.01281892  0.18057325 -0.20361646
  0.24996278 -0.08868968  0.47486526  0.07167678  0.16776434  0.16779698
 -0.07523914 -0.12793    -0.3319779  -0.42947876 -0.283031   -0.25852633
  0.01246615 -0.28444478 -0.21606995  0.2354219  -0.22051735 -0.11600622
 -0.03902427  0.12076366  0.14960109  0.04443855 -0.38720816  0.15042797
 -0.25352103 -0.01030965  0.3907862   0.39857787 -0.26992318  0.04167537]"
Rio Bravo,"[ 0.14297642 -0.2395154  -0.05769799  0.10891692 -0.1019731   0.15203594
  0.24352661  0.0494412   0.01578398  0.25426304 -0.19494635 -0.15816027
 -0.16525736 -0.03696939 -0.10032897 -0.13587521  0.07319781  0.20458259
  0.04404448  0.04628471 -0.17972861  0.16361807  0.08516997 -0.29711944
  0.1515392  -0.18965827  0.35943162  0.12006842  0.1929835   0.2591217
 -0.00489679  0.08430375  0.3810594  -0.28747937  0.11843656 -0.3481433
  0.09379105 -0.00336787 -0.07796119  0.14160508 -0.19946833  0.20529914
 -0.03741066  0.032609    0.23349182 -0.02898893 -0.03562257  0.21527436
  0.1754663   0.00210506 -0.5363147   0.17548308 -0.09404475  0.00975091
  0.03897014  0.15343057 -0.24866827  0.11959127 -0.1296614  -0.12917477
  0.09084135 -0.43986177 -0.12976009 -0.12062603  0.14076422 -0.07319224
  0.1499498  -0.1617939   0.17375036  0.27745703  0.00092165  0.32282215
 -0.02007135  0.08302742 -0.19872731 -0.2824857  -0.23754212 -0.22116178
 -0.02201524 -0.25223145 -0.12118269 -0.05028003 -0.3852666  -0.12380224
  0.0308654   0.13191423  0.18982808  0.10962118 -0.26402146  0.24182901
 -0.11075089 -0.00261361  0.24475916  0.23266762 -0.21903947 -0.00815204]"
The Avengers,"[ 2.80911833e-01 -2.22566411e-01 -1.75852522e-01  2.17543240e-03
  1.43345177e-01  3.04810792e-01  2.49721408e-01  1.81818604e-01
  1.88125163e-01  1.89220324e-01 -9.94390473e-02 -1.09858118e-01
 -2.96451658e-01 -1.38259038e-01 -1.71276271e-01 -2.14163601e-01
 -5.56835234e-02  2.35039815e-01  5.88475205e-02  1.55360073e-01
 -1.69242650e-01  1.69965953e-01  6.76312894e-02 -3.15341204e-01
  1.20554216e-01 -2.49152984e-02  4.96130824e-01  1.55995175e-01
  3.54411334e-01  1.96600273e-01  2.13036276e-02 -6.89246953e-02
  4.45580691e-01 -9.60042998e-02  6.32108226e-02 -1.57268450e-01
  3.13510656e-01  1.41825780e-01 -1.72998965e-01  4.28421199e-02
 -1.03614859e-01  4.07982133e-02 -3.11998665e-01 -5.42722782e-03
  7.02654570e-02  8.39278176e-02 -1.14393216e-02  1.63551524e-01
  2.38379136e-01  2.74450332e-02 -5.25086999e-01  4.32643108e-03
  3.34640717e-05 -2.11638018e-01 -1.22722931e-01 -1.94554729e-03
 -9.84347891e-03  1.71473622e-01  2.72283554e-02 -2.91799128e-01
 -1.35419235e-01 -5.43868899e-01 -1.53214604e-01 -1.14875562e-01
  2.29553252e-01 -7.97397345e-02  2.09443763e-01 -1.33978859e-01
 -4.74195986e-04  1.93969622e-01  2.13246778e-01  1.31886333e-01
  3.02737802e-01 -7.28190094e-02 -2.12409973e-01 -4.73776013e-01
 -3.91620934e-01 -1.62550375e-01  3.65656763e-02 -3.38616788e-01
 -1.15533248e-01  1.08015195e-01 -2.87964582e-01 -2.01482922e-01
  6.06329273e-03  1.58191785e-01 -6.73894957e-02  2.04636931e-01
 -4.35664624e-01  2.62363732e-01 -1.41385764e-01  7.43851140e-02
  3.09700549e-01  4.01925057e-01 -3.08473587e-01  6.84472397e-02]"
Remo Williams: The Adventure Begins...,"[ 0.08162618 -0.2980161  -0.1175515   0.2157086   0.06053397  0.2609815
  0.2031249   0.08050011  0.17768124  0.06387658  0.01329563  0.04831116
 -0.32356313 -0.1312105  -0.19890486 -0.06288661  0.08686417  0.133189
 -0.141589   -0.11491957 -0.36692545  0.08051665 -0.03624304 -0.18348378
  0.09945202 -0.10457992  0.3547715   0.15250865  0.37038058  0.24910307
  0.01815105 -0.15990224  0.33026305 -0.1360641  -0.03853087 -0.20206143
  0.2987896   0.0800687  -0.0022135  -0.12785989 -0.42011124  0.32274744
 -0.132221   -0.03950711 -0.00773234  0.08812454 -0.07003453  0.1085492
  0.13860032  0.11899973 -0.37643772  0.29865837  0.04252472 -0.08365542
 -0.12811755  0.16307051 -0.12073629  0.04579054  0.06061895 -0.06591646
 -0.1068671  -0.36743414 -0.02201549 -0.2671425   0.03283291 -0.12112414
  0.12973796 -0.04521193  0.03408656  0.01011906  0.03911965  0.34635252
  0.1433976  -0.15048438 -0.1648805  -0.26630685 -0.38581464 -0.27074942
 -0.00283489 -0.22868894 -0.04575311 -0.10682313 -0.16899316 -0.1996939
 -0.25439614  0.22131361  0.09530584  0.21031722 -0.16681178  0.27925292
 -0.0322308   0.11386482  0.6269305   0.15469807 -0.18713567  0.12004156]"
High Anxiety,"[-0.12788324 -0.47171697  0.19707808  0.09109819  0.10572153  0.283504
  0.22132441  0.30733696 -0.09537319  0.10402393  0.11481847 -0.12555985
 -0.14192365 -0.04112586 -0.25047648 -0.13592488  0.17664528  0.11792064
  0.00510435 -0.1738493  -0.05890317  0.11575001 -0.15110376 -0.08784799
  0.3056942   0.09801447  0.48308265  0.26157954  0.06871351  0.27845266
 -0.00732113 -0.19641359  0.4753031   0.06517816 -0.19533528 -0.2799453
  0.12585509  0.01580683 -0.15515785 -0.04413518 -0.227977    0.11899483
 -0.09123894  0.0059353   0.13085867 -0.08108149 -0.06113008  0.12657975
  0.24159567 -0.06507541 -0.5784905   0.4376071   0.03471165 -0.15385625
 -0.25701368  0.03073624  0.1167749   0.12997055  0.2451301  -0.19571392
  0.00416791 -0.47516873  0.07881646 -0.06984378  0.0432206  -0.04950918
  0.19167595 -0.04816268  0.09231627  0.1839948   0.2429517   0.27275756
  0.18618894 -0.1600111  -0.12980393 -0.3834107  -0.5058711  -0.29248568
 -0.05637923 -0.31266597 -0.13460411 -0.02059556 -0.14535497 -0.14661951
 -0.17656103  0.08257065  0.24124259  0.16031791 -0.26243225  0.33098215
  0.09137873 -0.07038452  0.4907455   0.09447628 -0.23297516  0.11070568]"
Salome's Last Dance,"[ 0.03449031 -0.00742027 -0.23092712  0.12193026  0.0930353   0.5548573
  0.20126313  0.4530254   0.1762926   0.11246635  0.11286048 -0.15511177
 -0.3914286  -0.36988074 -0.04723724 -0.2134417  -0.07302779  0.17580965
  0.12418127 -0.1761105  -0.50862247  0.157071    0.12017974 -0.03143846
  0.20815666  0.28212962  0.6173434   0.1337643   0.29928595  0.10818949
  0.04857771 -0.0972601   0.34319466  0.23048514 -0.09819158 -0.27094918
  0.10229596  0.22622578 -0.06722802 -0.26881754 -0.47857004  0.0237582
 -0.12971619 -0.00943713 -0.09904867  0.15001938 -0.00546833  0.29717276
  0.3816364   0.06141154 -0.5031571   0.22429784  0.18405476 -0.12078718
 -0.41573337  0.00174561 -0.02032681 -0.05880763  0.39474452 -0.16197988
 -0.01526303 -0.528953    0.12807778 -0.3155427   0.08082303 -0.2121537
 -0.11863189 -0.11876915 -0.16781898 -0.05281461  0.17537831  0.1892791
  0.43528548 -0.27977836 -0.14618155 -0.2713417  -0.44107333 -0.3600164
 -0.20169787 -0.4139421   0.04253969 -0.05572924 -0.3883637  -0.00764493
 -0.20260471  0.09098648  0.24225143  0.20879558 -0.22138582  0.2423904
 -0.31161693 -0.1162592   0.8169165   0.04446422  0.10415536  0.24786621]"
The Last of the Mohicans,"[ 0.3892978  -0.22303812 -0.3307803   0.280027    0.11381207  0.18004934
  0.34131923  0.07696744  0.01546997  0.2722842  -0.09005374 -0.06716928
 -0.46996185 -0.19911417 -0.04101774 -0.21239315  0.27918297  0.41398975
 -0.2244807   0.05494802 -0.32648826 -0.02081028 -0.0132625  -0.2851785
  0.14040041 -0.37837777  0.27506995  0.17318323  0.1994864   0.20084356
 -0.06053584 -0.12285648  0.18082532 -0.08086618 -0.07890215 -0.10436147
  0.159096    0.13701794 -0.16462326  0.10324067 -0.3166802   0.00880995
 -0.37801987 -0.03784406  0.24716327  0.23586085 -0.14030063  0.16689527
  0.1017528  -0.02644066 -0.3022185   0.08001805 -0.14189164 -0.23597802
 -0.13613531  0.28910333 -0.17430185 -0.06148009  0.17939533 -0.02430121
 -0.05694107 -0.513861    0.07530927 -0.11684246  0.10134788 -0.12323233
  0.26602128 -0.18665506  0.12859681  0.28036526  0.02120342  0.35382944
 -0.00110032 -0.16654918 -0.36036763 -0.28138816 -0.3139228  -0.21956992
 -0.00803663 -0.07413183 -0.20504138 -0.00959568 -0.17489628  0.07976367
 -0.21314274  0.1752353   0.04063503  0.3446412  -0.41362408  0.3335808
 -0.12789872  0.20190153  0.60992485  0.2295758   0.08574162  0.09783498]"
